ID,MS_SubClass,MS_Zoning,Lot_Area,Bldg_Type,House_Style,Year_Built,Roof_Matl,Exterior_1st,Mas_Vnr_Type,Foundation,Total_Bsmt_SF,Bsmt_Fin_Pct,Heating,Central_Air,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Type,Garage_Cars,Garage_Area,Fireplaces,Pool_Area,Mo_Sold,Year_Sold,Sale_Type,Sale_Price
2679,One_Level_Condo_1946_and_Newer,RH,1125,Condo,1-Story,2006,CompShg,BrkFace,None,PConc,0,0,GasA,Y,734,0,0,1,0,1,4,No_Garage,0,0,0,0,11,2006,New,81490
2680,Split_or_Multilevel,RL,11200,1FamDet,S/Level,1958,CompShg,MetalSd,BrkFace,CBlock,670,85,GasA,Y,1283,1,0,1,0,3,6,Attchd,1,331,1,0,4,2003,WRD,120000
2681,Two_Story_1946_and_Newer,RL,114127,1FamDet,2-Story,1989,CompShg,BrkFace,None,CBlock,2336,97,GasA,Y,5212,1,0,5,1,4,13,Attchd,3,888,2,956,12,2005,WRD,910000
2682,Two_Story_1946_and_Newer,RL,10063,1FamDet,2-Story,1999,CompShg,VinylSd,None,PConc,1211,0,GasA,Y,2351,0,0,2,1,3,6,Attchd,3,719,1,0,8,2002,WRX,254000
2683,Two_Story_1946_and_Newer,RL,8843,1FamDet,2-Story,2004,CompShg,CemntBd,BrkFace,PConc,1282,0,GasA,Y,1852,0,0,2,1,3,8,Attchd,2,608,0,0,4,2005,New,216952
2684,One_Story_1946_and_Newer_All_Styles,RL,11166,1FamDet,1-Story,2001,CompShg,VinylSd,BrkFace,PConc,1492,1.6,GasA,Y,1492,0,0,2,0,3,6,Attchd,2,608,1,0,8,2008,WRD,201000
2685,One_Story_1946_and_Newer_All_Styles,FS-RL,7023,1FamDet,1-Story,2005,CompShg,VinylSd,None,PConc,1121,90.7,GasA,Y,1121,1,0,1,1,2,5,Attchd,2,451,0,0,6,2005,Con,155000
2686,Split_or_Multilevel,RL,14132,1FamDet,S/Level,1983,CompShg,VinylSd,None,CBlock,982,57.4,GasA,Y,982,0,0,1,0,3,5,Attchd,1,396,0,0,6,2005,WRD,145000
2687,One_Story_1946_and_Newer_All_Styles,RL,7024,1FamDet,1-Story,2005,CompShg,VinylSd,None,PConc,1132,90.4,GasA,Y,1132,1,0,1,1,2,5,Attchd,2,451,0,0,7,2005,New,159900
2688,One_Level_Condo_1946_and_Newer,RM,9412,Twnhs-E,1-Story,1986,CompShg,BrkFace,None,CBlock,743,64,GasA,Y,1333,0,0,2,0,2,5,Attchd,1,312,0,0,5,2002,COD,212500
2689,Two_Story_1946_and_Newer,RL,13265,1FamDet,2-Story,2003,CompShg,VinylSd,None,PConc,832,0,GasA,Y,1997,0,0,2,1,4,8,BuiltIn,2,724,1,0,10,2003,New,186000
2690,One_Story_1946_and_Newer_All_Styles,FS-RL,16870,1FamDet,1-Story,2004,CompShg,VinylSd,BrkFace,PConc,1782,85.9,GasA,Y,1782,1,0,2,0,3,7,Attchd,3,932,2,0,2,2008,WRD,297000
2691,Split_Foyer,RL,10394,1FamDet,S/Foyer,1992,CompShg,HdBoard,None,PConc,828,79.4,GasA,Y,883,1,0,1,0,2,5,No_Garage,0,528,0,0,8,2005,WRD,127000
2692,Two_Story_1946_and_Newer,RL,10146,1FamDet,2-Story,1997,CompShg,VinylSd,BrkFace,PConc,997,0,GasA,Y,1860,0,0,2,1,3,8,Attchd,2,437,1,0,2,2003,WRX,179000
2693,4_Apartments,RL,9600,4FmConv,2-Story,1900,CompShg,Wd Sdng,None,BrkTil,793,67.2,OthA,N,1838,1,0,3,0,4,10,No_Garage,0,0,0,0,8,2005,WRD,109000
2694,Two_Story_1945_and_Older,RL,7609,1FamDet,2-Story,1925,CompShg,Stucco,None,PConc,798,50.8,GasA,Y,1512,1,0,2,0,3,7,Detchd,1,180,1,0,3,2003,WRX,220000
2695,Duplex_All_Styles_and_Ages,RL,7513,Duplex,2-Story,1983,CompShg,HdBoard,None,PConc,800,100,GasA,Y,1600,2,0,2,0,4,10,Attchd,2,484,0,0,5,2002,WRX,128000
2696,One_Story_1946_and_Newer_All_Styles,FS-RL,13253,1FamDet,1-Story,2006,CompShg,VinylSd,BrkFace,PConc,1578,69.4,GasA,Y,1578,1,0,2,0,3,7,Attchd,3,642,1,0,12,2006,New,265000
2697,One_Story_1946_and_Newer_All_Styles,RL,11846,1FamDet,1-Story,2003,CompShg,VinylSd,BrkFace,PConc,1792,88.1,GasA,Y,1792,1,0,2,0,2,6,Attchd,3,874,1,0,4,2004,New,385108
2698,Two_Story_1946_and_Newer,RL,10601,1FamDet,2-Story,1999,CompShg,VinylSd,BrkFace,PConc,1585,74.8,GasA,Y,2998,1,0,2,1,3,8,BuiltIn,3,816,1,0,7,2002,WRX,373500
2699,One_Story_1946_and_Newer_All_Styles,FS-RL,9355,1FamDet,1-Story,2003,CompShg,VinylSd,None,PConc,1121,91,GasA,Y,1121,1,0,1,0,2,5,Attchd,2,440,0,0,7,2010,Con,152000
2700,One_Story_1946_and_Newer_All_Styles,RL,10141,1FamDet,1-Story,2004,Tar&Grv,VinylSd,BrkFace,PConc,1512,0,GasA,Y,1512,0,0,2,0,3,6,Attchd,3,845,0,0,12,2004,New,200800
2701,One_Story_PUD_1946_and_Newer,RL,3010,Twnhs-E,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1248,1.28,GasA,Y,1248,0,0,2,0,2,5,Attchd,2,438,0,0,12,2010,WRD,174500
2702,Two_Story_1946_and_Newer,RL,8400,1FamDet,2-Story,2005,CompShg,VinylSd,None,PConc,952,0,GasA,Y,1816,0,0,2,1,3,8,Attchd,2,645,0,0,8,2005,New,198400
2703,One_Story_1945_and_Older,RL,11600,1FamDet,1-Story,1922,CompShg,MetalSd,None,BrkTil,700,0,GasA,Y,1180,0,0,1,0,2,5,Detchd,1,252,1,0,6,2002,WRX,121500
2704,Two_Level_Condo_1946_and_Newer,RL,4412,Condo,2-Story,1972,CompShg,VinylSd,None,CBlock,510,41.7,GasA,Y,1080,0,1,1,2,2,4,CarPort,1,262,0,0,6,2008,WRD,85000
2705,One_Level_Condo_1946_and_Newer,F-PRD,2311,Condo,1-Story,1997,CompShg,MetalSd,None,Slab,0,0,GasA,Y,842,0,0,2,0,2,4,Detchd,1,195,0,0,4,2006,WRD,66145
2706,One_Story_PUD_1946_and_Newer,F-PRD,4781,Twnhs-I,1-Story,2004,CompShg,VinylSd,Stone,PConc,1315,1.21,GasA,Y,1315,0,0,1,1,1,5,Attchd,2,629,1,0,6,2005,WRD,192500
2707,Two_Story_1946_and_Newer,RL,12936,1FamDet,2-Story,1972,CompShg,HdBoard,None,CBlock,723,82,GasA,Y,1395,0,1,1,1,3,6,Attchd,2,497,1,0,5,2006,WRD,155000
2708,Two_Story_1946_and_Newer,RL,13451,1FamDet,2-Story,1997,CompShg,VinylSd,BrkFace,PConc,1075,73.6,GasA,Y,2253,1,0,2,1,4,9,Attchd,3,1048,1,0,12,2002,WRX,267500
2709,Two_Story_1946_and_Newer,RL,16900,1FamDet,2-Story,2001,CompShg,VinylSd,BrkFace,PConc,1479,72.6,GasA,Y,2649,1,0,2,1,4,10,Attchd,3,746,1,0,8,2002,New,380000
2710,One_and_Half_Story_Finished_All_Ages,RL,8858,1FamDet,1.5 Fin,1946,CompShg,MetalSd,None,CBlock,688,100,GasA,Y,1437,0,0,1,1,3,7,Detchd,2,740,0,0,2,2003,WRX,108400
2711,Two_and_Half_Story_All_Ages,UCRM,9940,1FamDet,2.5 Unf,1920,CompShg,Wd Sdng,None,BrkTil,896,0,GasA,Y,1792,0,0,1,1,4,7,Detchd,2,440,1,0,6,2005,WRD,147500
2712,One_Story_1946_and_Newer_All_Styles,RL,10437,1FamDet,1-Story,1995,CompShg,MetalSd,BrkFace,PConc,2109,80.4,GasA,Y,2113,1,0,2,1,2,7,Attchd,3,839,1,0,4,2006,WRD,360000
2713,One_Story_1946_and_Newer_All_Styles,RL,14040,1FamDet,1-Story,2002,CompShg,CemntBd,BrkFace,PConc,2053,74.9,GasA,Y,2107,1,0,2,0,2,6,Attchd,3,932,1,0,7,2003,New,376000
2714,One_Story_1946_and_Newer_All_Styles,RL,9958,1FamDet,1-Story,1954,CompShg,MetalSd,None,CBlock,1749,5.03,GasA,Y,1749,1,0,1,0,3,6,Attchd,2,462,0,0,7,2010,WRD,179900
2715,Split_or_Multilevel,RL,11621,1FamDet,S/Level,2002,CompShg,VinylSd,NoData,PConc,384,0,GasA,Y,1414,0,0,2,1,3,7,BuiltIn,2,400,1,0,7,2003,New,156990
2716,One_Story_1946_and_Newer_All_Styles,RL,10016,1FamDet,1-Story,1975,CompShg,VinylSd,None,PConc,1073,94.9,GasA,Y,1073,1,0,1,1,3,5,Attchd,2,539,0,0,10,2010,WRD,109000
2717,One_Story_1946_and_Newer_All_Styles,RL,14892,1FamDet,1-Story,2006,CompShg,VinylSd,Stone,PConc,1746,76.2,GasA,Y,1746,1,0,2,0,3,7,Attchd,3,758,2,0,1,2007,New,383900
2718,Two_Level_Condo_1946_and_Newer,RH,3612,Twnhs-E,2-Story,1993,CompShg,VinylSd,None,PConc,630,53.3,GasA,Y,1302,0,0,2,1,2,4,Detchd,2,484,0,0,8,2008,WRD,131500
2719,One_Story_PUD_1946_and_Newer,F-PRD,2104,Twnhs-E,1-Story,1976,CompShg,Plywood,None,CBlock,836,64.1,GasA,Y,836,0,1,1,0,2,5,Attchd,1,345,0,0,4,2006,WRD,115000
2720,Two_and_Half_Story_All_Ages,RM,9600,2FmConv,2.5 Unf,1905,CompShg,Wd Sdng,None,CBlock,1174,0,GasA,Y,2055,1,0,2,0,4,11,No_Garage,0,0,1,0,2,2002,WRX,135000
2721,One_Story_1946_and_Newer_All_Styles,RL,13072,1FamDet,1-Story,2005,CompShg,VinylSd,None,PConc,1141,54.6,GasA,Y,1141,1,0,1,1,3,6,Detchd,2,484,0,0,10,2010,WRD,144900
2722,One_Level_Condo_1946_and_Newer,F-PRD,4527,Condo,1-Story,1986,CompShg,BrkFace,None,CBlock,0,0,GasA,Y,644,0,0,1,0,1,4,No_Garage,0,0,0,0,9,2010,WRD,120000
2723,Duplex_All_Styles_and_Ages,RL,10860,Duplex,1-Story,1961,CompShg,MetalSd,BrkFace,CBlock,1536,11.3,GasA,Y,1568,0,0,2,0,4,8,No_Garage,0,576,0,0,8,2002,WRX,122000
2724,Two_Story_1946_and_Newer,RL,13647,1FamDet,2-Story,2003,CompShg,VinylSd,Stone,PConc,1128,0,GasA,Y,2459,0,0,3,1,4,9,BuiltIn,3,731,1,0,9,2004,New,323718
2725,One_Story_1946_and_Newer_All_Styles,RL,8430,1FamDet,1-Story,1978,CompShg,HdBoard,BrkFace,CBlock,1040,59.2,GasA,Y,1040,0,0,2,0,3,5,No_Garage,0,0,0,0,4,2007,WRD,118000
2726,One_and_Half_Story_Finished_All_Ages,RL,8400,1FamDet,1.5 Fin,1930,CompShg,MetalSd,None,CBlock,920,22.3,GasA,Y,1324,0,0,1,0,3,6,Detchd,1,273,1,0,7,2002,WRX,90000
2727,One_Story_1945_and_Older,UCRM,8100,1FamDet,1-Story,1948,CompShg,VinylSd,None,BrkTil,1559,68,GasA,Y,1559,1,0,1,0,2,5,Attchd,2,812,0,0,10,2010,WRD,149000
2728,One_Story_1946_and_Newer_All_Styles,RL,11202,1FamDet,1-Story,2003,CompShg,VinylSd,BrkFace,PConc,1432,69.7,GasA,Y,1440,1,0,2,0,3,7,Attchd,2,467,1,0,8,2003,New,217690
2729,Two_Story_PUD_1946_and_Newer,F-VR,2544,Twnhs-I,2-Story,2005,CompShg,VinylSd,BrkFace,PConc,600,62.6,GasA,Y,1236,0,0,2,1,2,4,Detchd,2,480,0,0,11,2005,New,147900
2730,One_Story_1946_and_Newer_All_Styles,FS-RL,9558,1FamDet,1-Story,2008,CompShg,CemntBd,None,PConc,1616,0,GasA,Y,1616,0,0,2,0,3,8,Attchd,2,514,1,0,10,2010,WRD,232500
2731,One_Story_1946_and_Newer_All_Styles,FS-RL,11366,1FamDet,1-Story,2005,CompShg,VinylSd,BrkFace,PConc,1692,1.41,GasA,Y,1736,0,0,2,0,3,7,Attchd,3,982,0,0,11,2005,New,255000
2732,Two_Level_Condo_1946_and_Newer,RH,3200,Condo,2-Story,1998,CompShg,VinylSd,None,Slab,0,0,GasA,Y,932,0,0,1,1,3,6,No_Garage,0,0,0,0,6,2005,WRD,98500
2733,One_Story_1946_and_Newer_All_Styles,RL,18654,1FamDet,1-Story,2004,CompShg,VinylSd,BrkFace,PConc,2030,71,GasA,Y,2084,1,0,2,0,2,8,Attchd,3,878,1,0,10,2004,New,423400
2734,Two_Story_1946_and_Newer,RL,7500,1FamDet,2-Story,1998,CompShg,VinylSd,None,PConc,952,0,GasA,Y,1636,0,0,2,1,3,7,Attchd,2,440,1,0,11,2002,WRX,154000
2735,Two_Story_1945_and_Older,RM,4500,1FamDet,2.5 Unf,1912,CompShg,Wd Sdng,None,PConc,684,67.9,GasW,N,1668,0,0,1,0,4,8,Detchd,1,294,0,0,5,2002,WRX,114000
2736,Two_Story_1946_and_Newer,RL,24682,1FamDet,2-Story,1999,CompShg,VinylSd,None,PConc,841,0,GasA,Y,1675,0,0,2,1,3,7,BuiltIn,2,502,1,0,1,2006,WRD,171000
2737,One_Story_1946_and_Newer_All_Styles,RL,11273,1FamDet,1-Story,2001,CompShg,VinylSd,BrkFace,PConc,1347,9.65,GasA,Y,1347,0,0,2,0,3,6,Attchd,3,684,1,0,9,2010,WRD,206000
2738,One_Level_Condo_1946_and_Newer,F-VR,3157,Condo,1-Story,2004,CompShg,VinylSd,None,Slab,0,0,GasA,Y,1111,0,0,2,0,2,5,Detchd,1,264,0,0,1,2007,WRD,131500
2739,One_Story_1946_and_Newer_All_Styles,FS-RL,14836,1FamDet,1-Story,2004,CompShg,CemntBd,Stone,PConc,2492,86.1,GasA,Y,2492,1,0,2,1,2,8,Attchd,3,949,1,0,6,2006,WRD,599000
2740,Split_or_Multilevel,RL,19296,1FamDet,S/Level,1962,CompShg,Wd Sdng,BrkFace,CBlock,1362,100,GasA,Y,1382,1,0,1,0,3,6,Attchd,2,884,1,0,9,2008,WRD,173000
2741,Two_Level_Condo_1946_and_Newer,RH,3612,Twnhs-I,2-Story,1993,CompShg,VinylSd,None,PConc,630,60,GasA,Y,1320,1,0,2,1,3,5,Detchd,2,484,0,0,2,2010,WRD,127000
2742,One_Story_1946_and_Newer_All_Styles,FS-RL,15655,1FamDet,1-Story,2004,CompShg,VinylSd,Stone,PConc,1618,82.9,GasA,Y,1640,1,0,2,0,2,7,Attchd,3,810,1,0,7,2005,New,315000
2743,Two_Story_1945_and_Older,UCRM,7375,1FamDet,2-Story,1911,CompShg,MetalSd,None,CBlock,808,0,GasA,Y,2085,0,0,2,0,4,8,Detchd,2,576,1,0,7,2002,WRX,150000
2744,One_Story_1946_and_Newer_All_Styles,RL,14680,1FamDet,1-Story,1960,CompShg,MetalSd,None,CBlock,1273,62.2,GasA,Y,1273,0,0,1,0,2,5,Attchd,1,307,0,0,8,2005,WRD,150000
2745,One_Level_Condo_1946_and_Newer,F-PRD,7873,Condo,2-Story,1979,Tar&Grv,Wd Sdng,None,CBlock,1194,73.2,GasA,Y,1394,1,0,1,0,1,5,BuiltIn,1,319,2,0,3,2006,WRD,160000
2746,Two_Level_Condo_1946_and_Newer,F-PRD,6252,Twnhs-I,2-Story,1988,CompShg,HdBoard,None,CBlock,558,0,GasA,Y,1116,0,0,1,1,2,4,Detchd,1,242,1,0,8,2006,WRD,121000
2747,One_Story_1946_and_Newer_All_Styles,RL,10828,1FamDet,1-Story,1968,CompShg,Plywood,BrkFace,CBlock,1052,70.3,GasA,Y,1052,0,0,1,1,3,6,Attchd,1,288,0,0,12,2005,WRD,123500
2748,Two_Level_Condo_1946_and_Newer,RH,3612,Twnhs-E,2-Story,1993,CompShg,VinylSd,None,PConc,630,50,GasA,Y,1302,0,0,1,1,2,4,Detchd,2,484,0,0,5,2007,WRD,132000
2749,One_Level_Condo_1946_and_Newer,RM,2348,Condo,1-Story,1994,CompShg,MetalSd,None,Slab,0,0,GasA,Y,962,0,0,1,2,3,6,Detchd,1,196,0,0,5,2006,WRD,76251
2750,4_Apartments,RH,9836,4FmConv,2.5 Unf,1915,CompShg,Wd Sdng,None,BrkTil,1064,63,GasA,N,1848,1,0,3,0,4,10,No_Garage,0,0,0,0,5,2007,WRD,145000
2751,One_Story_1946_and_Newer_All_Styles,RL,11218,1FamDet,1-Story,1990,CompShg,HdBoard,None,PConc,1347,0,GasA,Y,1347,0,0,2,0,3,6,Attchd,2,484,0,0,6,2005,WRD,163900
2752,Two_Story_PUD_1946_and_Newer,F-VR,4447,Twnhs-E,2-Story,2003,CompShg,VinylSd,None,PConc,530,0,GasA,Y,1080,0,0,2,1,2,4,Attchd,2,496,0,0,3,2011,WRD,138400
2753,Two_Story_1946_and_Newer,RL,25374,1FamDet,2-Story,1994,CompShg,VinylSd,BrkFace,PConc,1277,75.9,GasA,Y,2531,1,0,2,1,4,9,Attchd,3,846,1,0,4,2003,WRX,267000
2754,Two_Story_1946_and_Newer,RL,8280,1FamDet,2-Story,1999,CompShg,VinylSd,None,PConc,795,0,GasA,Y,1512,0,0,2,1,3,7,Attchd,2,420,1,0,12,2005,WRD,177200
2755,One_and_Half_Story_Finished_All_Ages,UCRM,15660,1FamDet,1.5 Fin,1910,CompShg,AsbShng,None,CBlock,240,0,GasA,Y,1306,0,0,1,1,3,6,Detchd,2,472,0,0,2,2003,WRX,77500
2756,Vacant_Land,FS-RL,10156,1FamDet,2-Story,2010,NoData,CemntBd,NoData,NoData,786,0,NoData,Y,1956,0,0,2,1,4,0,BuiltIn,2,0,1,0,11,2010,New,214330
2757,Two_Story_1946_and_Newer,RL,9205,1FamDet,2-Story,1990,CompShg,HdBoard,BrkFace,PConc,930,57.4,GasA,Y,2683,1,0,2,1,4,9,Attchd,2,473,1,0,10,2006,Con,264900
2758,Two_and_Half_Story_All_Ages,RM,9600,2FmConv,2.5 Unf,1905,CompShg,Wd Sdng,None,CBlock,1174,0,GasA,Y,2055,1,0,2,0,4,11,No_Garage,0,0,1,0,7,2005,WRD,174900
2759,One_Level_Condo_1946_and_Newer,RH,1115,Condo,1-Story,2005,CompShg,BrkFace,None,PConc,0,0,GasA,Y,649,0,0,1,0,1,4,No_Garage,0,0,0,0,10,2010,WRD,70366
2760,One_Story_1946_and_Newer_All_Styles,RL,7480,1FamDet,1-Story,1972,CompShg,Wd Sdng,None,CBlock,876,54.7,GasA,Y,876,1,0,1,0,3,5,Detchd,2,484,0,0,11,2005,WRD,126000
2761,Two_Story_1946_and_Newer,RL,8846,1FamDet,2-Story,2005,CompShg,VinylSd,None,PConc,738,0,GasA,Y,1476,0,0,2,1,3,5,Attchd,2,552,0,0,11,2005,New,166900
2762,Two_Level_Condo_1946_and_Newer,F-PRD,4693,Condo,2-Story,1997,CompShg,VinylSd,BrkFace,Slab,0,0,GasA,Y,1214,0,0,1,1,2,5,Attchd,1,224,0,0,10,2005,WRD,117800
2763,Split_or_Multilevel,RL,9204,1FamDet,S/Level,1998,CompShg,VinylSd,None,PConc,384,0,GasA,Y,1360,0,0,2,1,3,7,BuiltIn,2,397,0,0,2,2003,WRX,147000
2764,One_Level_Condo_1946_and_Newer,F-VR,2792,Condo,1-Story,2004,CompShg,VinylSd,None,Slab,0,0,GasA,Y,988,0,0,2,0,2,5,Detchd,1,264,0,0,4,2006,WRD,126900
2765,Two_Story_1946_and_Newer,RL,8909,1FamDet,2-Story,2005,CompShg,VinylSd,None,PConc,728,0,GasA,Y,1456,0,0,2,1,3,8,Attchd,2,390,0,0,7,2005,New,156165
2766,Two_Story_1945_and_Older,RL,9842,1FamDet,2-Story,1921,CompShg,MetalSd,None,BrkTil,612,0,GasA,Y,2601,0,0,3,1,4,8,BuiltIn,2,621,0,0,12,2002,WRX,130000
2767,One_and_Half_Story_Finished_All_Ages,RL,11544,1FamDet,1.5 Fin,1952,CompShg,Wd Sdng,None,CBlock,936,13.5,GasA,Y,1569,0,0,2,0,4,6,Attchd,1,286,0,0,5,2002,WRX,135000
2768,One_Story_1946_and_Newer_All_Styles,RL,16280,1FamDet,1-Story,1976,CompShg,Plywood,None,CBlock,1426,84.7,GasA,Y,1671,1,0,2,0,3,6,Attchd,2,550,1,0,6,2007,WRD,187500
2769,One_Story_1946_and_Newer_All_Styles,RL,12887,1FamDet,1-Story,1984,CompShg,VinylSd,None,CBlock,833,95.6,GasA,Y,833,1,0,1,0,2,5,Attchd,2,495,0,0,7,2008,WRD,152000
2770,Two_Story_1946_and_Newer,RL,10750,1FamDet,2-Story,2000,CompShg,VinylSd,BrkFace,PConc,1061,0,GasA,Y,2462,0,0,2,1,4,8,BuiltIn,3,658,1,0,12,2010,WRD,246000
2771,One_Story_1946_and_Newer_All_Styles,RL,8197,1FamDet,1-Story,2003,CompShg,VinylSd,BrkFace,PConc,1480,80.2,GasA,Y,1480,1,0,2,0,3,7,Attchd,2,620,0,0,6,2008,WRD,227000
2772,Two_Level_Condo_1946_and_Newer,F-PRD,22287,Twnhs-E,2-Story,1978,Tar&Grv,Wd Sdng,None,CBlock,515,90.2,GasA,Y,2091,0,0,2,1,3,7,Basment,1,267,0,0,7,2010,WRD,137500
2773,Two_Story_1945_and_Older,RL,122616,1FamDet,2-Story,1903,CompShg,Wd Sdng,None,CBlock,856,0,GasA,Y,2637,0,0,3,0,3,10,Detchd,3,606,1,0,5,2003,WRX,267500
2774,One_Story_PUD_1946_and_Newer,RM,4426,Twnhs-E,1-Story,2004,CompShg,VinylSd,BrkFace,PConc,848,82.1,GasA,Y,848,1,0,1,0,1,3,Attchd,2,420,1,0,10,2004,New,136378
2775,One_Story_1946_and_Newer_All_Styles,RL,6600,1FamDet,1-Story,1982,CompShg,HdBoard,None,PConc,816,96.9,GasA,Y,816,1,0,1,0,2,4,Detchd,2,816,0,0,8,2006,WRD,127500
2776,One_and_Half_Story_Finished_All_Ages,RL,12180,1FamDet,1.5 Fin,1940,CompShg,MetalSd,None,BrkTil,613,34.2,GasA,Y,1489,0,0,2,0,3,7,Detchd,1,384,2,0,8,2002,WRX,128000
2777,Two_Story_1946_and_Newer,RL,12774,1FamDet,2-Story,2003,CompShg,VinylSd,BrkFace,PConc,835,0,GasA,Y,1663,0,0,2,1,3,8,Attchd,2,478,0,0,8,2004,New,177000
2778,One_and_Half_Story_Finished_All_Ages,RL,6960,1FamDet,1.5 Fin,1940,CompShg,Wd Sdng,None,BrkTil,680,37.9,GasA,Y,1302,0,0,1,1,2,6,Attchd,1,224,2,0,8,2002,WRX,144000
2779,Split_or_Multilevel,RL,7869,1FamDet,S/Level,1978,CompShg,Plywood,None,PConc,882,41.2,GasA,Y,959,1,0,1,0,2,5,Attchd,1,363,1,0,7,2002,WRX,124900
2780,Two_Story_PUD_1946_and_Newer,F-PRD,2289,Twnhs-I,2-Story,1978,CompShg,Plywood,None,CBlock,855,36.3,GasA,Y,1441,0,0,2,1,3,7,Attchd,2,440,1,0,10,2005,WRD,145000
2781,Two_Story_1946_and_Newer,RL,9100,1FamDet,2-Story,2000,CompShg,VinylSd,None,PConc,800,25,GasA,Y,1637,0,0,2,1,3,6,BuiltIn,2,495,0,0,2,2011,WRD,163000
2782,One_Story_PUD_1946_and_Newer,RL,3517,Twnhs-E,1-Story,2000,CompShg,VinylSd,BrkFace,PConc,1322,93.4,GasA,Y,1322,1,0,2,0,2,4,Attchd,2,586,2,0,11,2002,New,185000
2783,Two_Story_1946_and_Newer,RL,16770,1FamDet,2-Story,1998,CompShg,VinylSd,BrkFace,PConc,1195,0,GasA,Y,1839,0,0,2,1,4,7,Attchd,2,486,0,0,9,2006,WRD,215500
2784,Two_Story_1946_and_Newer,RL,10000,1FamDet,2-Story,2001,CompShg,VinylSd,BrkFace,PConc,1230,0,GasA,Y,2452,0,0,2,1,4,8,BuiltIn,3,727,1,0,1,2011,WRD,264000
2785,One_Story_1946_and_Newer_All_Styles,RL,7500,1FamDet,1-Story,2005,CompShg,VinylSd,None,PConc,1114,0,GasA,Y,1114,0,0,1,1,3,6,No_Garage,0,576,0,0,7,2005,New,152000
2786,One_Story_1946_and_Newer_All_Styles,RL,7500,1FamDet,1-Story,1963,CompShg,HdBoard,None,CBlock,1040,79.2,GasA,Y,1040,1,0,1,1,3,5,Attchd,1,308,0,0,4,2006,WRD,132500
2787,One_Story_PUD_1946_and_Newer,F-PRD,3552,Twnhs-E,1-Story,2003,CompShg,VinylSd,Stone,PConc,1405,0,GasA,Y,1405,0,0,2,0,2,6,Attchd,2,478,1,0,12,2005,WRD,173000
2788,One_Story_1946_and_Newer_All_Styles,RL,14946,1FamDet,1-Story,2005,CompShg,VinylSd,None,PConc,1092,0,GasA,Y,1132,0,0,1,0,3,6,No_Garage,0,0,0,0,8,2005,New,132000
2789,One_Story_1946_and_Newer_All_Styles,RL,53227,1FamDet,1-Story,1954,Tar&Grv,Plywood,None,CBlock,1364,81.8,GasA,Y,1663,1,0,1,0,2,6,Attchd,2,529,2,0,10,2010,WRD,264000
2790,Two_Story_1946_and_Newer,RL,8811,1FamDet,2-Story,2004,CompShg,VinylSd,Stone,PConc,1262,0,GasA,Y,2472,0,0,2,1,4,11,BuiltIn,3,818,1,0,5,2005,New,366095
2791,One_Story_1946_and_Newer_All_Styles,RL,10552,1FamDet,1-Story,1959,CompShg,BrkFace,None,CBlock,1398,72.8,GasA,Y,1700,0,1,1,1,4,6,Attchd,2,447,1,0,3,2008,WRD,115000
2792,Split_or_Multilevel,RL,13300,1FamDet,S/Level,2004,CompShg,VinylSd,None,PConc,384,84.8,GasA,Y,1374,1,0,2,1,3,7,BuiltIn,2,400,1,0,5,2008,WRD,182000
2793,Split_Foyer,RL,8450,1FamDet,S/Foyer,1970,CompShg,HdBoard,BrkFace,CBlock,650,91.2,GasA,Y,936,1,0,1,0,3,5,BuiltIn,2,550,1,0,6,2002,WRX,143000
2794,Two_Level_Condo_1946_and_Newer,RH,3612,Twnhs-I,2-Story,1993,CompShg,VinylSd,None,PConc,630,60.6,GasA,Y,1312,1,0,2,1,3,5,Detchd,2,484,0,0,6,2008,WRD,138500
2795,Split_or_Multilevel,RL,10002,1FamDet,S/Level,2001,CompShg,VinylSd,None,PConc,384,0,GasA,Y,1374,0,0,2,1,3,7,BuiltIn,2,400,1,0,10,2002,New,150500
2796,One_and_Half_Story_Finished_All_Ages,UCRM,5900,1FamDet,1.5 Fin,1926,CompShg,MetalSd,None,BrkTil,869,0,GasA,Y,1233,1,0,1,0,4,4,Detchd,1,207,0,0,5,2002,WRX,97500
2797,Two_Story_1945_and_Older,UCRM,4800,1FamDet,2-Story,1910,CompShg,AsbShng,None,BrkTil,680,0,GasA,N,1360,0,0,1,0,2,6,Attchd,1,330,0,0,3,2003,WRX,73950
2798,Two_Story_1946_and_Newer,RL,11117,1FamDet,2-Story,2003,CompShg,CemntBd,BrkFace,PConc,2764,56.9,GasA,Y,3986,1,0,3,1,3,11,BuiltIn,2,623,3,346,2,2004,New,666013
2799,Two_Story_1946_and_Newer,RL,12651,1FamDet,2-Story,2003,CompShg,VinylSd,None,PConc,963,0,GasA,Y,1861,0,0,2,1,3,8,Attchd,2,550,0,0,9,2003,New,185937
2800,Split_or_Multilevel,RL,9500,1FamDet,S/Level,1970,CompShg,HdBoard,BrkFace,CBlock,1140,50.5,GasW,Y,1915,0,0,2,0,3,8,Attchd,2,576,1,0,7,2003,WRD,178000
